,ibge,Cidades da Paraiba
,250450,
,250460,
,250470,
,250480,
,250485,
,250490,
,250500,
,250510,
,250520,
,250523,
,250527,
,250530,
,250535,
,250540,
,250550,
,250560,
,250570,
,250580,
,250590,
,250600,
,250610,
,250620,
,250625,
,250630,
,250640,
,250650,
,250660,
,250670,
,250680,
,250690,
,250700,
,250710,
,250720,
,250730,
,250740,
,250750,
,250760,
,250770,
,250780,
,250790,
,250800,
,250810,
,250820,
,250830,
,250840,
,250850,
,250855,
,250860,
,250870,
,250880,
,250890,
,250900,
,250905,
,250910,
,250915,
,250920,
,250930,
,250933,
,250937,
,250939,
,250940,
,250950,
,250960,
,250970,
,250980,
,250990,
,251000,
,251010,
,251020,
,251030,
,251040,
,251050,
,251060,
,251065,
,251070,
,251080,
,251090,
,251100,
,251110,
,251120,
,251130,
,251140,
,251150,
,251160,
,251170,
,251180,
,251190,
,251200,
,251203,
,251207,
,251210,
,251220,
,251230,
,251240,
,251250,
,251260,
,251270,
,251272,
,251274,
,251275,
,251276,
,251278,
,251280,
,251290,
,251300,
,251310,
,251315,
,251320,
,251330,
,251335,
,251340,
,251350,
,251360,
,251365,
,251370,
,251380,
,251385,
,251390,
,251392,
,251394,
,251396,
,251398,
,251400,
,251410,
,251420,
,251430,
,251440,
,251445,
,251450,
,251455,
,251460,
,251465,
,251470,
,251480,
,251490,
,251500,
,251510,
,251520,
,251530,
,251540,
,251550,
,251560,
,251570,
,251580,
,251590,
,251593,
,251597,
,251600,
,251610,
,251615,
,251620,
,251630,
,251640,
,251650,
,251660,
,251670,
,251675,
,251680,
,251690,
,251700,
,251710,
,251720,
,251740,
,250010,
,250020,
,250030,
,250040,
,250050,
,250053,
,250057,
,250060,
,250070,
,250073,
,250077,
,250080,
,250090,
,250100,
,250110,
,250115,
,250120,
,250130,
,250135,
,250140,
,250150,
,250153,
,250157,
,250160,
,250170,
,250180,
,250190,
,250200,
,250205,
,250210,
,250215,
,250220,
,250230,
,250240,
,250250,
,250260,
,250270,
,250280,
,250290,
,250300,
,250310,
,250320,
,250330,
,250340,
,250350,
,250355,
,250360,
,250370,
,250375,
,250380,
,250390,
,250400,
,250403,
,250407,
,250410,
,250415,
,250420,
,250430,
,250435,
,250440,
,250450,
,250460,
,250470,
,250480,
,250485,
,250490,
,250500,
,250510,
,250520,
,250523,
,250527,
,250530,
,250535,
,250540,
,250550,
,250560,
,250570,
,250580,
,250590,
,250600,
,250610,
,250620,
,250625,
,250630,
,250640,
,250650,
,250660,
,250670,
,250680,
,250690,
,250700,
,250710,
,250720,
,250730,
,250740,
,250750,
,250760,
,250770,
,250780,
,250790,
,250800,
,250810,
,250820,
,250830,
,250840,
,250850,
,250855,
,250860,
,250870,
,250880,
,250890,
,250900,
,250905,
,250910,
,250915,
,250920,
,250930,
,250933,
,250937,
,250939,
,250940,
,250950,
,250960,
,250970,
,250980,
,250990,
,251000,
,251010,
,251020,
,251030,
,251040,
,251050,
,251060,
,251065,
,251070,
,251080,
,251090,
,251100,
,251110,
,251120,
,251130,
,251140,
,251150,
,251160,
,251170,
,251180,
,251190,
,251200,
,251203,
,251207,
,251210,
,251220,
,251230,
,251240,
,251250,
,251260,
,251270,
,251272,
,251274,
,251275,
,251276,
,251278,
,251280,
,251290,
,251300,
,251310,
,251315,
,251320,
,251330,
,251335,
,251340,
,251350,
,251360,
,251365,
,251370,
,251380,
,251385,
,251390,
,251392,
,251394,
,251396,
,251398,
,251400,
,251410,
,251420,
,251430,
,251440,
,251445,
,251450,
,251455,
,251460,
,251465,
,251470,
,251480,
,251490,
,251500,
,251510,
,251520,
,251530,
,251540,
,251550,
,251560,
,251570,
,251580,
,251590,
,251593,
,251597,
,251600,
,251610,
,251615,
,251620,
,251630,
,251640,
,251650,
,251660,
,251670,
,251675,
,251680,
,251690,
,251700,
,251710,
,251720,
,251740,
,250010,
,250020,
,250030,
,250040,
,250050,
,250053,
,250057,
,250060,
,250070,
,250073,
,250077,
,250080,
,250090,
,250100,
,250110,
,250115,
,250120,
,250130,
,250135,
,250140,
,250150,
,250153,
,250157,
,250160,
,250170,
,250180,
,250190,
,250200,
,250205,
,250210,
,250215,
,250220,
,250230,
,250240,
,250250,
,250260,
,250270,
,250280,
,250290,
,250300,
,250310,
,250320,
,250330,
,250340,
,250350,
,250355,
,250360,
,250370,
,250375,
,250380,
,250390,
,250400,
,250403,
,250407,
,250410,
,250415,
,250420,
,250430,
,250435,
,250440,
,250450,
,250460,
,250470,
,250480,
,250485,
,250490,
,250500,
,250510,
,250520,
,250523,
,250527,
,250530,
,250535,
,250540,
,250550,
,250560,
,250570,
,250580,
,250590,
,250600,
,250610,
,250620,
,250625,
,250630,
,250640,
,250650,
,250660,
,250670,
,250680,
,250690,
,250700,
,250710,
,250720,
,250730,
,250740,
,250750,
,250760,
,250770,
,250780,
,250790,
,250800,
,250810,
,250820,
,250830,
,250840,
,250850,
,250855,
,250860,
,250870,
,250880,
,250890,
,250900,
,250905,
,250910,
,250915,
,250920,
,250930,
,250933,
,250937,
,250939,
,250940,
,250950,
,250960,
,250970,
,250980,
,250990,
,251000,
,251010,
,251020,
,251030,
,251040,
,251050,
,251060,
,251065,
,251070,
,251080,
,251090,
,251100,
,251110,
,251120,
,251130,
,251140,
,251150,
,251160,
,251170,
,251180,
,251190,
,251200,
,251203,
,251207,
,251210,
,251220,
,251230,
,251240,
,251250,
,251260,
,251270,
,251272,
,251274,
,251275,
,251276,
,251278,
,251280,
,251290,
,251300,
,251310,
,251315,
,251320,
,251330,
,251335,
,251340,
,251350,
,251360,
,251365,
,251370,
,251380,
,251385,
,251390,
,251392,
,251394,
,251396,
,251398,
,251400,
,251410,
,251420,
,251430,
,251440,
,251445,
,251450,
,251455,
,251460,
,251465,
,251470,
,251480,
,251490,
,251500,
,251510,
,251520,
,251530,
,251540,
,251550,
,251560,
,251570,
,251580,
,251590,
,251593,
,251597,
,251600,
,251610,
,251615,
,251620,
,251630,
,251640,
,251650,
,251660,
,251670,
,251675,
,251680,
,251690,
,251700,
,251710,
,251720,
,251740,
,250010,
,250020,
,250030,
,250040,
,250050,
,250053,
,250057,
,250060,
,250070,
,250073,
,250077,
,250080,
,250090,
,250100,
,250110,
,250115,
,250120,
,250130,
,250135,
,250140,
,250150,
,250153,
,250157,
,250160,
,250170,
,250180,
,250190,
,250200,
,250205,
,250210,
,250215,
,250220,
,250230,
,250240,
,250250,
,250260,
,250270,
,250280,
,250290,
,250300,
,250310,
,250320,
,250330,
,250340,
,250350,
,250355,
,250360,
,250370,
,250375,
,250380,
,250390,
,250400,
,250403,
,250407,
,250410,
,250415,
,250420,
,250430,
,250435,
,250440,
,250450,
,250460,
,250470,
,250480,
,250485,
,250490,
,250500,
,250510,
,250520,
,250523,
,250527,
,250530,
,250535,
,250540,
,250550,
,250560,
,250570,
,250580,
,250590,
,250600,
,250610,
,250620,
,250625,
,250630,
,250640,
,250650,
,250660,
,250670,
,250680,
,250690,
,250700,
,250710,
,250720,
,250730,
,250740,
,250750,
,250760,
,250770,
,250780,
,250790,
,250800,
,250810,
,250820,
,250830,
,250840,
,250850,
,250855,
,250860,
,250870,
,250880,
,250890,
,250900,
,250905,
,250910,
,250915,
,250920,
,250930,
,250933,
,250937,
,250939,
,250940,
,250950,
,250960,
,250970,
,250980,
,250990,
,251000,
,251010,
,251020,
,251030,
,251040,
,251050,
,251060,
,251065,
,251070,
,251080,
,251090,
,251100,
,251110,
,251120,
,251130,
,251140,
,251150,
,251160,
,251170,
,251180,
,251190,
,251200,
,251203,
,251207,
,251210,
,251220,
,251230,
,251240,
,251250,
,251260,
,251270,
,251272,
,251274,
,251275,
,251276,
,251278,
,251280,
,251290,
,251300,
,251310,
,251315,
,251320,
,251330,
,251335,
,251340,
,251350,
,251360,
,251365,
,251370,
,251380,
,251385,
,251390,
,251392,
,251394,
,251396,
,251398,
,251400,
,251410,
,251420,
,251430,
,251440,
,251445,
,251450,
,251455,
,251460,
,251465,
,251470,
,251480,
,251490,
,251500,
,251510,
,251520,
,251530,
,251540,
,251550,
,251560,
,251570,
,251580,
,251590,
,251593,
,251597,
,251600,
,251610,
,251615,
,251620,
,251630,
,251640,
,251650,
,251660,
,251670,
,251675,
,251680,
,251690,
,251700,
,251710,
,251720,
,251740,
,250010,
,250020,
,250030,
,250040,
,250050,
,250053,
,250057,
,250060,
,250070,
,250073,
,250077,
,250080,
,250090,
,250100,
,250110,
,250115,
,250120,
,250130,
,250135,
,250140,
,250150,
,250153,
,250157,
,250160,
,250170,
,250180,
,250190,
,250200,
,250205,
,250210,
,250215,
,250220,
,250230,
,250240,
,250250,
,250260,
,250270,
,250280,
,250290,
,250300,
,250310,
,250320,
,250330,
,250340,
,250350,
,250355,
,250360,
,250370,
,250375,
,250380,
,250390,
,250400,
,250403,
,250407,
,250410,
,250415,
,250420,
,250430,
,250435,
,250440,
,250450,
,250460,
,250470,
,250480,
,250485,
,250490,
,250500,
,250510,
,250520,
,250523,
,250527,
,250530,
,250535,
,250540,
,250550,
,250560,
,250570,
,250580,
,250590,
,250600,
,250610,
,250620,
,250625,
,250630,
,250640,
,250650,
,250660,
,250670,
,250680,
,250690,
,250700,
,250710,
,250720,
,250730,
,250740,
,250750,
,250760,
,250770,
,250780,
,250790,
,250800,
,250810,
,250820,
,250830,
,250840,
,250850,
,250855,
,250860,
,250870,
,250880,
,250890,
,250900,
,250905,
,250910,
,250915,
,250920,
,250930,
,250933,
,250937,
,250939,
,250940,
,250950,
,250960,
,250970,
,250980,
,250990,
,251000,
,251010,
,251020,
,251030,
,251040,
,251050,
,251060,
,251065,
,251070,
,251080,
,251090,
,251100,
,251110,
,251120,
,251130,
,251140,
,251150,
,251160,
,251170,
,251180,
,251190,
,251200,
,251203,
,251207,
,251210,
,251220,
,251230,
,251240,
,251250,
,251260,
,251270,
,251272,
,251274,
,251275,
,251276,
,251278,
,251280,
,251290,
,251300,
,251310,
,251315,
,251320,
,251330,
,251335,
,251340,
,251350,
,251360,
,251365,
,251370,
,251380,
,251385,
,251390,
,251392,
,251394,
,251396,
,251398,
,251400,
,251410,
,251420,
,251430,
,251440,
,251445,
,251450,
,251455,
,251460,
,251465,
,251470,
,251480,
,251490,
,251500,
,251510,
,251520,
,251530,
,251540,
,251550,
,251560,
,251570,
,251580,
,251590,
,251593,
,251597,
,251600,
,251610,
,251615,
,251620,
,251630,
,251640,
,251650,
,251660,
,251670,
,251675,
,251680,
,251690,
,251700,
,251710,
,251720,
,251740,
,250010,
,250020,
,250030,
,250040,
,250050,
,250053,
,250057,
,250060,
,250070,
,250073,
,250077,
,250080,
,250090,
,250100,
,250110,
,250115,
,250120,
,250130,
,250135,
,250140,
,250150,
,250153,
,250157,
,250160,
,250170,
,250180,
,250190,
,250200,
,250205,
,250210,
,250215,
,250220,
,250230,
,250240,
,250250,
,250260,
,250270,
,250280,
,250290,
,250300,
,250310,
,250320,
,250330,
,250340,
,250350,
,250355,
,250360,
,250370,
,250375,
,250380,
,250390,
,250400,
,250403,
,250407,
,250410,
,250415,
,250420,
,250430,
,250435,
,250440,
,250450,
,250460,
,250470,
,250480,
,250485,
,250490,
,250500,
,250510,
,250520,
,250523,
,250527,
,250530,
,250535,
,250540,
,250550,
,250560,
,250570,
,250580,
,250590,
,250600,
,250610,
,250620,
,250625,
,250630,
,250640,
,250650,
,250660,
,250670,
,250680,
,250690,
,250700,
,250710,
,250720,
,250730,
,250740,
,250750,
,250760,
,250770,
,250780,
,250790,
,250800,
,250810,
,250820,
,250830,
,250840,
,250850,
,250855,
,250860,
,250870,
,250880,
,250890,
,250900,
,250905,
,250910,
,250915,
,250920,
,250930,
,250933,
,250937,
,250939,
,250940,
,250950,
,250960,
,250970,
,250980,
,250990,
,251000,
,251010,
,251020,
,251030,
,251040,
,251050,
,251060,
,251065,
,251070,
,251080,
,251090,
,251100,
,251110,
,251120,
,251130,
,251140,
,251150,
,251160,
,251170,
,251180,
,251190,
,251200,
,251203,
,251207,
,251210,
,251220,
,251230,
,251240,
,251250,
,251260,
,251270,
,251272,
,251274,
,251275,
,251276,
,251278,
,251280,
,251290,
,251300,
,251310,
,251315,
,251320,
,251330,
,251335,
,251340,
,251350,
,251360,
,251365,
,251370,
,251380,
,251385,
,251390,
,251392,
,251394,
,251396,
,251398,
,251400,
,251410,
,251420,
,251430,
,251440,
,251445,
,251450,
,251455,
,251460,
,251465,
,251470,
,251480,
,251490,
,251500,
,251510,
,251520,
,251530,
,251540,
,251550,
,251560,
,251570,
,251580,
,251590,
,251593,
,251597,
,251600,
,251610,
,251615,
,251620,
,251630,
,251640,
,251650,
,251660,
,251670,
,251675,
,251680,
,251690,
,251700,
,251710,
,251720,
,251740,
,250010,
,250020,
,250030,
,250040,
,250050,
,250053,
,250057,
,250060,
,250070,
,250073,
,250077,
,250080,
,250090,
,250100,
,250110,
,250115,
,250120,
,250130,
,250135,
,250140,
,250150,
,250153,
,250157,
,250160,
,250170,
,250180,
,250190,
,250200,
,250205,
,250210,
,250215,
,250220,
,250230,
,250240,
,250250,
,250260,
,250270,
,250280,
,250290,
,250300,
,250310,
,250320,
,250330,
,250340,
,250350,
,250355,
,250360,
,250370,
,250375,
,250380,
,250390,
,250400,
,250403,
,250407,
,250410,
,250415,
,250420,
,250430,
,250435,
,250440,
,250450,
,250460,
,250470,
,250480,
,250485,
,250490,
,250500,
,250510,
,250520,
,250523,
,250527,
,250530,
,250535,
,250540,
,250550,
,250560,
,250570,
,250580,
,250590,
,250600,
,250610,
,250620,
,250625,
,250630,
,250640,
,250650,
,250660,
,250670,
,250680,
,250690,
,250700,
,250710,
,250720,
,250730,
,250740,
,250750,
,250760,
,250770,
,250780,
,250790,
,250800,
,250810,
,250820,
,250830,
,250840,
,250850,
,250855,
,250860,
,250870,
,250880,
,250890,
,250900,
,250905,
,250910,
,250915,
,250920,
,250930,
,250933,
,250937,
,250939,
,250940,
,250950,
,250960,
,250970,
,250980,
,250990,
,251000,
,251010,
,251020,
,251030,
,251040,
,251050,
,251060,
,251065,
,251070,
,251080,
,251090,
,251100,
,251110,
,251120,
,251130,
,251140,
,251150,
,251160,
,251170,
,251180,
,251190,
,251200,
,251203,
,251207,
,251210,
,251220,
,251230,
,251240,
,251250,
,251260,
,251270,
,251272,
,251274,
,251275,
,251276,
,251278,
,251280,
,251290,
,251300,
,251310,
,251315,
,251320,
,251330,
,251335,
,251340,
,251350,
,251360,
,251365,
,251370,
,251380,
,251385,
,251390,
,251392,
,251394,
,251396,
,251398,
,251400,
,251410,
,251420,
,251430,
,251440,
,251445,
,251450,
,251455,
,251460,
,251465,
,251470,
,251480,
,251490,
,251500,
,251510,
,251520,
,251530,
,251540,
,251550,
,251560,
,251570,
,251580,
,251590,
,251593,
,251597,
,251600,
,251610,
,251615,
,251620,
,251630,
,251640,
,251650,
,251660,
,251670,
,251675,
,251680,
,251690,
,251700,
,251710,
,251720,
,251740,
,250010,
,250020,
,250030,
,250040,
,250050,
,250053,
,250057,
,250060,
,250070,
,250073,
,250077,
,250080,
,250090,
,250100,
,250110,
,250115,
,250120,
,250130,
,250135,
,250140,
,250150,
,250153,
,250157,
,250160,
,250170,
,250180,
,250190,
,250200,
,250205,
,250210,
,250215,
,250220,
,250230,
,250240,
,250250,
,250260,
,250270,
,250280,
,250290,
,250300,
,250310,
,250320,
,250330,
,250340,
,250350,
,250355,
,250360,
,250370,
,250375,
,250380,
,250390,
,250400,
,250403,
,250407,
,250410,
,250415,
,250420,
,250430,
,250435,
,250440,
,250450,
,250460,
,250470,
,250480,
,250485,
,250490,
,250500,
,250510,
,250520,
,250523,
,250527,
,250530,
,250535,
,250540,
,250550,
,250560,
,250570,
,250580,
,250590,
,250600,
,250610,
,250620,
,250625,
,250630,
,250640,
,250650,
,250660,
,250670,
,250680,
,250690,
,250700,
,250710,
,250720,
,250730,
,250740,
,250750,
,250760,
,250770,
,250780,
,250790,
,250800,
,250810,
,250820,
,250830,
,250840,
,250850,
,250855,
,250860,
,250870,
,250880,
,250890,
,250900,
,250905,
,250910,
,250915,
,250920,
,250930,
,250933,
,250937,
,250939,
,250940,
,250950,
,250960,
,250970,
,250980,
,250990,
,251000,
,251010,
,251020,
,251030,
,251040,
,251050,
,251060,
,251065,
,251070,
,251080,
,251090,
,251100,
,251110,
,251120,
,251130,
,251140,
,251150,
,251160,
,251170,
,251180,
,251190,
,251200,
,251203,
,251207,
,251210,
,251220,
,251230,
,251240,
,251250,
,251260,
,251270,
,251272,
,251274,
,251275,
,251276,
,251278,
,251280,
,251290,
,251300,
,251310,
,251315,
,251320,
,251330,
,251335,
,251340,
,251350,
,251360,
,251365,
,251370,
,251380,
,251385,
,251390,
,251392,
,251394,
,251396,
,251398,
,251400,
,251410,
,251420,
,251430,
,251440,
,251445,
,251450,
,251455,
,251460,
,251465,
,251470,
,251480,
,251490,
,251500,
,251510,
,251520,
,251530,
,251540,
,251550,
,251560,
,251570,
,251580,
,251590,
,251593,
,251597,
,251600,
,251610,
,251615,
,251620,
,251630,
,251640,
,251650,
,251660,
,251670,
,251675,
,251680,
,251690,
,251700,
,251710,
,251720,
,251740,
,250010,
,250020,
,250030,
,250040,
,250050,
,250053,
,250057,
,250060,
,250070,
,250073,
,250077,
,250080,
,250090,
,250100,
,250110,
,250115,
,250120,
,250130,
,250135,
,250140,
,250150,
,250153,
,250157,
,250160,
,250170,
,250180,
,250190,
,250200,
,250205,
,250210,
,250215,
,250220,
,250230,
,250240,
,250250,
,250260,
,250270,
,250280,
,250290,
,250300,
,250310,
,250320,
,250330,
,250340,
,250350,
,250355,
,250360,
,250370,
,250375,
,250380,
,250390,
,250400,
,250403,
,250407,
,250410,
,250415,
,250420,
,250430,
,250435,
,250440,
,250450,
,250460,
,250470,
,250480,
,250485,
,250490,
,250500,
,250510,
,250520,
,250523,
,250527,
,250530,
,250535,
,250540,
,250550,
,250560,
,250570,
,250580,
,250590,
,250600,
,250610,
,250620,
,250625,
,250630,
,250640,
,250650,
,250660,
,250670,
,250680,
,250690,
,250700,
,250710,
,250720,
,250730,
,250740,
,250750,
,250760,
,250770,
,250780,
,250790,
,250800,
,250810,
,250820,
,250830,
,250840,
,250850,
,250855,
,250860,
,250870,
,250880,
,250890,
,250900,
,250905,
,250910,
,250915,
,250920,
,250930,
,250933,
,250937,
,250939,
,250940,
,250950,
,250960,
,250970,
,250980,
,250990,
,251000,
,251010,
,251020,
,251030,
,251040,
,251050,
,251060,
,251065,
,251070,
,251080,
,251090,
,251100,
,251110,
,251120,
,251130,
,251140,
,251150,
,251160,
,251170,
,251180,
,251190,
,251200,
,251203,
,251207,
,251210,
,251220,
,251230,
,251240,
,251250,
,251260,
,251270,
,251272,
,251274,
,251275,
,251276,
,251278,
,251280,
,251290,
,251300,
,251310,
,251315,
,251320,
,251330,
,251335,
,251340,
,251350,
,251360,
,251365,
,251370,
,251380,
,251385,
,251390,
,251392,
,251394,
,251396,
,251398,
,251400,
,251410,
,251420,
,251430,
,251440,
,251445,
,251450,
,251455,
,251460,
,251465,
,251470,
,251480,
,251490,
,251500,
,251510,
,251520,
,251530,
,251540,
,251550,
,251560,
,251570,
,251580,
,251590,
,251593,
,251597,
,251600,
,251610,
,251615,
,251620,
,251630,
,251640,
,251650,
,251660,
,251670,
,251675,
,251680,
,251690,
,251700,
,251710,
,251720,
,251740,
,250010,
,250020,
,250030,
,250040,
,250050,
,250053,
,250057,
,250060,
,250070,
,250073,
,250077,
,250080,
,250090,
,250100,
,250110,
,250115,
,250120,
,250130,
,250135,
,250140,
,250150,
,250153,
,250157,
,250160,
,250170,
,250180,
,250190,
,250200,
,250205,
,250210,
,250215,
,250220,
,250230,
,250240,
,250250,
,250260,
,250270,
,250280,
,250290,
,250300,
,250310,
,250320,
,250330,
,250340,
,250350,
,250355,
,250360,
,250370,
,250375,
,250380,
,250390,
,250400,
,250403,
,250407,
,250410,
,250415,
,250420,
,250430,
,250435,
,250440,
,250450,
,250460,
,250470,
,250480,
,250485,
,250490,
,250500,
,250510,
,250520,
,250523,
,250527,
,250530,
,250535,
,250540,
,250550,
,250560,
,250570,
,250580,
,250590,
,250600,
,250610,
,250620,
,250625,
,250630,
,250640,
,250650,
,250660,
,250670,
,250680,
,250690,
,250700,
,250710,
,250720,
,250730,
,250740,
,250750,
,250760,
,250770,
,250780,
,250790,
,250800,
,250810,
,250820,
,250830,
,250840,
,250850,
,250855,
,250860,
,250870,
,250880,
,250890,
,250900,
,250905,
,250910,
,250915,
,250920,
,250930,
,250933,
,250937,
,250939,
,250940,
,250950,
,250960,
,250970,
,250980,
,250990,
,251000,
,251010,
,251020,
,251030,
,251040,
,251050,
,251060,
,251065,
,251070,
,251080,
,251090,
,251100,
,251110,
,251120,
,251130,
,251140,
,251150,
,251160,
,251170,
,251180,
,251190,
,251200,
,251203,
,251207,
,251210,
,251220,
,251230,
,251240,
,251250,
,251260,
,251270,
,251272,
,251274,
,251275,
,251276,
,251278,
,251280,
,251290,
,251300,
,251310,
,251315,
,251320,
,251330,
,251335,
,251340,
,251350,
,251360,
,251365,
,251370,
,251380,
,251385,
,251390,
,251392,
,251394,
,251396,
,251398,
,251400,
,251410,
,251420,
,251430,
,251440,
,251445,
,251450,
,251455,
,251460,
,251465,
,251470,
,251480,
,251490,
,251500,
,251510,
,251520,
,251530,
,251540,
,251550,
,251560,
,251570,
,251580,
,251590,
,251593,
,251597,
,251600,
,251610,
,251615,
,251620,
,251630,
,251640,
,251650,
,251660,
,251670,
,251675,
,251680,
,251690,
,251700,
,251710,
,251720,
,251740,
,250010,
,250020,
,250030,
,250040,
,250050,
,250053,
,250057,
,250060,
,250070,
,250073,
,250077,
,250080,
,250090,
,250100,
,250110,
,250115,
,250120,
,250130,
,250135,
,250140,
,250150,
,250153,
,250157,
,250160,
,250170,
,250180,
,250190,
,250200,
,250205,
,250210,
,250215,
,250220,
